passenger_id,passenger_gender,passenger_age,age_group,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Class,PassengerKey
E7t0V4izX2qpqQZZdcRg6oG940nDJrNUiKzMqgVmisQ=,Female,33,Young Adults (18-34),73,5,5202980,4,3,4,434,11,Champions,170
kTmc8HwlxcM2gx0zrlCl714bAHOJx3pZ1YscTD1nBUk=,Female,24,Young Adults (18-34),91,2,2289500,4,1,3,413,8,Loyal,171
kTmc8HwlxcM2gx0zrlCl714bAHOJx3pZ1YscTD1nBUk=,Male,29,Young Adults (18-34),91,2,2289500,4,1,3,413,8,Loyal,172
iMjv7pXgtyN1RZpR6niPNho7wZJZL9MSPpuB4iSYl94=,Male,65,Seniors (60+),6,16,19775350,1,3,4,134,8,Loyal,173
LLRfD6Gqrf9skMYSgzAISguoTQro6uua9CVvI2tV6Ec=,Male,20,Young Adults (18-34),17,2,1614240,1,1,2,112,4,At Risk,174
7AYM+cDM2IpM26XJd3ErS/fPJ/VU623idPveP3tfPf4=,Male,30,Young Adults (18-34),91,3,2603040,4,2,3,423,9,Loyal,175
aU3kxPFVL1JEdDumRORzGi/HbEv3ZRSJd63ZJFWOTG8=,Male,23,Young Adults (18-34),91,2,2284690,4,1,3,413,8,Loyal,176
7AYM+cDM2IpM26XJd3ErS/fPJ/VU623idPveP3tfPf4=,Male,37,Adults (35-59),91,3,2603040,4,2,3,423,9,Loyal,177
7AYM+cDM2IpM26XJd3ErS/fPJ/VU623idPveP3tfPf4=,Male,36,Adults (35-59),91,3,2603040,4,2,3,423,9,Loyal,178
Svs9MpGNP/kF/bw1jWdNRc604bp4Fp6cyc+Zv0gZlAk=,Female,19,Young Adults (18-34),91,3,3761300,4,2,4,424,10,Champions,179
zZUoGPPCJlgsIG1BHScPHBDv5aSMJUrtda6G1CPp3fo=,Female,23,Young Adults (18-34),11,5,6775950,1,3,4,134,8,Loyal,180
i3YjUWpcnIceXBlV9F/U3nhzlW5S+jhcL3yaDKsOBzg=,Male,29,Young Adults (18-34),91,1,1133520,4,1,2,412,7,Loyal,181
iJu2tqPnAKEppwGMGteUZ4tsDefr8UrBC6N8u38MAwI=,Female,22,Young Adults (18-34),91,4,3205800,4,2,3,423,9,Loyal,182
iJu2tqPnAKEppwGMGteUZ4tsDefr8UrBC6N8u38MAwI=,Male,38,Adults (35-59),91,4,3205800,4,2,3,423,9,Loyal,183
GGozlUrYdAh0v6dy7F4mVP0tfHXd1gfkVDKo/WSF6F8=,Female,24,Young Adults (18-34),91,2,2018000,4,1,3,413,8,Loyal,184
iJu2tqPnAKEppwGMGteUZ4tsDefr8UrBC6N8u38MAwI=,Male,31,Young Adults (18-34),91,4,3205800,4,2,3,423,9,Loyal,185
Ntzjo2nHhkj3QheOjG3cLvjyQeUIIOqIXAK9hR8Od2Q=,Male,24,Young Adults (18-34),2,3,2924200,1,2,3,123,6,Potential,186
GGozlUrYdAh0v6dy7F4mVP0tfHXd1gfkVDKo/WSF6F8=,Male,24,Young Adults (18-34),91,2,2018000,4,1,3,413,8,Loyal,187
iJu2tqPnAKEppwGMGteUZ4tsDefr8UrBC6N8u38MAwI=,Female,43,Adults (35-59),91,4,3205800,4,2,3,423,9,Loyal,188
OtsMvkRdw++GZWNNuZzo8sR7QBJv6wVXhWrZHxCf7sQ=,Female,28,Young Adults (18-34),91,3,3818800,4,2,4,424,10,Champions,189
OzdxOAxovPHT2r2ffbHNQclH9T0ZvptZhe+/JE1c9wU=,Female,25,Young Adults (18-34),91,2,1461420,4,1,2,412,7,Loyal,190
6TmlxqU9uBoK8iXn3BAEaMm+rmu3UMhbbvQ8R+r65kY=,Female,32,Young Adults (18-34),43,6,6409460,2,3,4,234,9,Loyal,191
hkeOBGfCYqfelGbENiGkwiZ4srq8J4/j9A4VBTXYn5k=,Male,30,Young Adults (18-34),91,5,4240740,4,3,4,434,11,Champions,192
hkeOBGfCYqfelGbENiGkwiZ4srq8J4/j9A4VBTXYn5k=,Female,29,Young Adults (18-34),91,5,4240740,4,3,4,434,11,Champions,193
6n5sUty0FcMhVbpxKBKEn/vLfHqvjubOorbdDSwqRmY=,Female,31,Young Adults (18-34),91,1,1185900,4,1,2,412,7,Loyal,194
fsbKtMAi9/fbIGBbKTg1J8G07DIv7yxkWe947Q5RCj0=,Male,21,Young Adults (18-34),91,1,1766280,4,1,2,412,7,Loyal,195
KnE4G02H1JHMkszzZQTpT3ZuC52unFKXhR+bY2Qt08M=,Female,25,Young Adults (18-34),91,2,2111710,4,1,3,413,8,Loyal,196
xjZKTf1iDSkYWuXA6I121QPur1tMuBtCX0JLBTVYij0=,Female,76,Seniors (60+),1,8,9554680,1,3,4,134,8,Loyal,197
zhprTVh0AloKBOyrgwXl/W+IFh6FlmegP8pG9oeSssA=,Male,5,Children (0-12),89,5,3753350,4,3,4,434,11,Champions,198
NgWZS5v3QpXw3BSxFLT/GAEIPRACgEWCuurD7nWH0mA=,Female,23,Young Adults (18-34),91,1,1435200,4,1,2,412,7,Loyal,199
YSzoa4H52botmajcYbylb2rJ0jkEOXzGIvq1sV/ZDxc=,Female,22,Young Adults (18-34),4,14,17294540,1,3,4,134,8,Loyal,200
zhprTVh0AloKBOyrgwXl/W+IFh6FlmegP8pG9oeSssA=,Male,30,Young Adults (18-34),89,5,3753350,4,3,4,434,11,Champions,201
myq0weuNKCfUxuyY+3Z/+fdzXPIuJwa+rvJYmczikVY=,Female,21,Young Adults (18-34),91,1,1449900,4,1,2,412,7,Loyal,202
zhprTVh0AloKBOyrgwXl/W+IFh6FlmegP8pG9oeSssA=,Female,30,Young Adults (18-34),89,5,3753350,4,3,4,434,11,Champions,203
zhprTVh0AloKBOyrgwXl/W+IFh6FlmegP8pG9oeSssA=,Female,2,Children (0-12),89,5,3753350,4,3,4,434,11,Champions,204
y1EcZpSjm51SLb6Qa3A8mDTnmetn0g58Rh4Sa40c7+Q=,Female,41,Adults (35-59),76,2,2110000,4,1,3,413,8,Loyal,205
/UBNvutMx+Q0ty4S8OEAzUL2P7jUmJnpyRU1D3mHNSY=,Male,23,Young Adults (18-34),41,3,2311980,2,2,3,223,7,Loyal,206
AcmogFw3YmZtj5P2xZKVMfoTETFPHb/OxWwdiyue6Pg=,Female,27,Young Adults (18-34),91,2,1763640,4,1,2,412,7,Loyal,207
AcmogFw3YmZtj5P2xZKVMfoTETFPHb/OxWwdiyue6Pg=,Male,28,Young Adults (18-34),91,2,1763640,4,1,2,412,7,Loyal,208
E55zxZi1wAV79bDbSZJXBCscUhpLGTWtkOMpBc6v+xU=,Female,26,Young Adults (18-34),91,1,1155600,4,1,2,412,7,Loyal,209
Uukz7JyaBhl34DQGRyoVAbgjwT8cFyRWfqkKMXBbmOk=,Female,25,Young Adults (18-34),78,10,9915720,4,3,4,434,11,Champions,210
FUToGeFFvh5HC3ubIGgtOszzUlddpUlKsWnv8nO95sE=,Female,23,Young Adults (18-34),91,2,2086010,4,1,3,413,8,Loyal,211
FUToGeFFvh5HC3ubIGgtOszzUlddpUlKsWnv8nO95sE=,Male,28,Young Adults (18-34),91,2,2086010,4,1,3,413,8,Loyal,212
upTBABSHqNa8/6DmPm20GMeVFhos+9BAoMA3NT9pos0=,Female,65,Seniors (60+),91,4,4572500,4,2,4,424,10,Champions,213
upTBABSHqNa8/6DmPm20GMeVFhos+9BAoMA3NT9pos0=,Female,31,Young Adults (18-34),91,4,4572500,4,2,4,424,10,Champions,214
upTBABSHqNa8/6DmPm20GMeVFhos+9BAoMA3NT9pos0=,Male,38,Adults (35-59),91,4,4572500,4,2,4,424,10,Champions,215
upTBABSHqNa8/6DmPm20GMeVFhos+9BAoMA3NT9pos0=,Female,2,Children (0-12),91,4,4572500,4,2,4,424,10,Champions,216
TiVKIenveAsV/KPt2VJuPuPIopUUT5YhpN1DTYuapcs=,Male,35,Adults (35-59),32,6,5225230,2,3,4,234,9,Loyal,217
XcGhxo/OO7jUi6XnB7jJ+j1P0m5f9csEItx/3aqSwBo=,Female,50,Adults (35-59),3,73,84516680,1,3,4,134,8,Loyal,218
OfOk46T62CmhoHyJ4FaxLBJ+Fn1P6kJ1ocDNzlOm4ZI=,Male,22,Young Adults (18-34),90,1,841500,4,1,1,411,6,Potential,219
Z/nPzLaci15gGgCb8zziBIGIjIn8ZynXl3fWGlkpaE4=,Female,24,Young Adults (18-34),90,1,906930,4,1,1,411,6,Potential,220
lbVLzH7KF4Dkz29Hti6mMdAJHo+2inw2OXqjwK8CTaY=,Male,34,Young Adults (18-34),90,1,912000,4,1,1,411,6,Potential,221
4vryM3YdTe0Kqc/l8pajBZeqWXM5Nq1VPiduZy6U7do=,Female,52,Adults (35-59),90,1,912000,4,1,1,411,6,Potential,222
JZhV5i40Nig6rE4m9BT+GwX5iXl+NNHhmJimUEIcqns=,Male,19,Young Adults (18-34),90,1,1287600,4,1,2,412,7,Loyal,223
OAA+4LZQ3ZtZTUdQdEwOlGSOkaDDnV6aXYGmVIjEqP8=,Female,22,Young Adults (18-34),90,2,2014110,4,1,3,413,8,Loyal,224
OAA+4LZQ3ZtZTUdQdEwOlGSOkaDDnV6aXYGmVIjEqP8=,Male,24,Young Adults (18-34),90,2,2014110,4,1,3,413,8,Loyal,225
pqy7W+e9Xn5477ZSS7bah1YpxfRcgEQwqNX9gh/ho2k=,Female,24,Young Adults (18-34),1,5,4167740,1,3,4,134,8,Loyal,226
uTpmehBP3eQl6TUPYk8K140daZ6MZR3D2vG8nMRkISY=,Male,20,Young Adults (18-34),90,1,692000,4,1,1,411,6,Potential,227
evF0z5eN6ugumspotPzOqxnr79XgaofRlPe0fQbPArU=,Female,27,Young Adults (18-34),90,1,739800,4,1,1,411,6,Potential,228
yr9luf8lnkaLgbBL2mhrqWow9HING74ciqTs3MmNl/E=,Male,41,Adults (35-59),85,6,7649430,4,3,4,434,11,Champions,229
yr9luf8lnkaLgbBL2mhrqWow9HING74ciqTs3MmNl/E=,Male,38,Adults (35-59),85,6,7649430,4,3,4,434,11,Champions,230
Rzq3nE34DtfOo4KRGEqSOLYH7GoHwPv6/UDiB9Dw0wk=,Female,22,Young Adults (18-34),90,9,8297100,4,3,4,434,11,Champions,231
Rzq3nE34DtfOo4KRGEqSOLYH7GoHwPv6/UDiB9Dw0wk=,Female,23,Young Adults (18-34),90,9,8297100,4,3,4,434,11,Champions,232
Xiker3e7hqrzhwY5Ttwvj8qEiz8raz1OdevEIVeXzyE=,Female,19,Young Adults (18-34),88,2,3385370,4,1,3,413,8,Loyal,233
MfJGLfusueNaTf9RpXHoXtEpK95ZWBJLQA0DyFWAYKo=,Male,64,Seniors (60+),90,1,1405900,4,1,2,412,7,Loyal,234
5YB/7UQZq0IJ+ScU++bP0LvO3rnImDqXfipcSQHTyOE=,Female,43,Adults (35-59),30,6,5406920,2,3,4,234,9,Loyal,235
OdYQDxgeC5hP8cgrWpTwF3aaWkEuA9AdZRkr4ItMgks=,Male,34,Young Adults (18-34),59,2,2009690,3,1,3,313,7,Loyal,236
JYb3VHE7fAj4t4BbrWsMAv5KDUmSGVMLk/Aas1j603k=,Female,37,Adults (35-59),28,3,3994510,2,2,4,224,8,Loyal,237
MjY6huUl7QYrS4yyRTpG4sE3C+T83GWxuSQBXl0JNgY=,Male,52,Adults (35-59),61,88,101987250,3,3,4,334,10,Champions,238
MjY6huUl7QYrS4yyRTpG4sE3C+T83GWxuSQBXl0JNgY=,Male,36,Adults (35-59),61,88,101987250,3,3,4,334,10,Champions,239
UsjUFaTVL00XX570E7le771wiNqw2EGkfUNZvpHUN6E=,Female,61,Seniors (60+),41,23,54099770,2,3,4,234,9,Loyal,240
UJhyUz5IZZk15l51o0LICFb7IrfhYUigfRUBRiwNvHU=,Female,59,Adults (35-59),90,5,6774910,4,3,4,434,11,Champions,241
8ihfXeP2/7mLo+MCwjxZ/aNJbfYS7mcVLS/IC7hX/1E=,Female,43,Adults (35-59),90,2,1704990,4,1,2,412,7,Loyal,242
3jzx84V/UMyJl8ZO4WOofKVo/2GgVa/0L5LFdajdnno=,Female,25,Young Adults (18-34),31,9,7338690,2,3,4,234,9,Loyal,243
BeNeAjmJg9dTqyi00teJsQBY0xYj9x04NynQCgxuoPU=,Female,21,Young Adults (18-34),87,2,2025120,4,1,3,413,8,Loyal,244
MFJDy5xHyPYTPGwaUWlYC8H/3UJQI2tou618U5v2nXg=,Male,23,Young Adults (18-34),55,2,1979000,3,1,3,313,7,Loyal,245
MlU/zOIg9VArGM4MrSUxd1egy2fV1qzqd/gCkwjRR+Q=,Female,31,Young Adults (18-34),90,2,1290100,4,1,2,412,7,Loyal,246
MlU/zOIg9VArGM4MrSUxd1egy2fV1qzqd/gCkwjRR+Q=,Male,36,Adults (35-59),90,2,1290100,4,1,2,412,7,Loyal,247
3qeju629p7Lee1jQ1Lu4AUg4hUNNmNTdyMclTRTz0zc=,Male,34,Young Adults (18-34),90,4,4121860,4,2,4,424,10,Champions,248
3qeju629p7Lee1jQ1Lu4AUg4hUNNmNTdyMclTRTz0zc=,Female,23,Young Adults (18-34),90,4,4121860,4,2,4,424,10,Champions,249
NDcWGGNR7n5UErOuLI5LLc2WRyNUZGD2b05d2YzJNB4=,Female,40,Adults (35-59),90,1,730710,4,1,1,411,6,Potential,250
LVpWbKwi5+bnk0TBETkyh35srKSq6iFBHvIn7qsRIjY=,Female,23,Young Adults (18-34),90,1,1524000,4,1,2,412,7,Loyal,251
5QKVEqk55ejlXY8pEGFEaYuJKnhKSSi+qqj/Q5j+58c=,Female,22,Young Adults (18-34),62,17,23513700,4,3,4,434,11,Champions,252
0AL0lYcBwfHFaXLgzYC71Db/zFylQyVUT4q94MgrRMQ=,Female,24,Young Adults (18-34),90,2,3192630,4,1,3,413,8,Loyal,253
0AL0lYcBwfHFaXLgzYC71Db/zFylQyVUT4q94MgrRMQ=,Male,30,Young Adults (18-34),90,2,3192630,4,1,3,413,8,Loyal,254
D+MD65LJVtVmaUWYLk+Mf2F5HESZHa/wcGcNS/TZB40=,Male,24,Young Adults (18-34),56,9,10332100,3,3,4,334,10,Champions,255
D+MD65LJVtVmaUWYLk+Mf2F5HESZHa/wcGcNS/TZB40=,Female,26,Young Adults (18-34),56,9,10332100,3,3,4,334,10,Champions,256
hJOGywecXl55y1kJkyvHCpYvt4paFr0UWZi0k3LapB4=,Female,45,Adults (35-59),86,8,11807770,4,3,4,434,11,Champions,257
vzkpU2NvIFm+jgBrqF3fU7zbsF6s4dI0O6GA+D4r+rg=,Male,25,Young Adults (18-34),90,1,962400,4,1,1,411,6,Potential,258
vc7qGoxhMZ81tvSpLx2mBY3mz23MaFDADUe6WLonNhI=,Female,24,Young Adults (18-34),90,1,921900,4,1,1,411,6,Potential,259
MjY6huUl7QYrS4yyRTpG4sE3C+T83GWxuSQBXl0JNgY=,Female,49,Adults (35-59),61,88,101987250,3,3,4,334,10,Champions,260
EPdbiIOo5Yg3tOaNY5qvAUPOLw5E3gL0WuE++4F/mHU=,Female,20,Young Adults (18-34),73,2,3807600,4,1,4,414,9,Loyal,261
UJhyUz5IZZk15l51o0LICFb7IrfhYUigfRUBRiwNvHU=,Female,49,Adults (35-59),90,5,6774910,4,3,4,434,11,Champions,262
UJhyUz5IZZk15l51o0LICFb7IrfhYUigfRUBRiwNvHU=,Female,63,Seniors (60+),90,5,6774910,4,3,4,434,11,Champions,263
UJhyUz5IZZk15l51o0LICFb7IrfhYUigfRUBRiwNvHU=,Female,6,Children (0-12),90,5,6774910,4,3,4,434,11,Champions,264
5t1bvdJqZ07B570dR09HVjdNEHNgwvW6dHFJnPPrH9s=,Male,53,Adults (35-59),71,5,5028870,4,3,4,434,11,Champions,265
5t1bvdJqZ07B570dR09HVjdNEHNgwvW6dHFJnPPrH9s=,Male,85,Seniors (60+),71,5,5028870,4,3,4,434,11,Champions,266
62t1+CUm4cR2VlaslHAFWLCa7XkpXgqJj13lsV8xhhg=,Female,30,Young Adults (18-34),47,2,1913990,3,1,3,313,7,Loyal,267
mrzoG53k4+TJ6oNG9K1D54FHQZ3l5e1ak4xKF8IaGNs=,Female,28,Young Adults (18-34),90,2,1906960,4,1,3,413,8,Loyal,268
825zdmWbKZJZ8WZ0HXnB/gDvhDpUD8WMmGbIVt5fl6o=,Male,32,Young Adults (18-34),87,3,4238570,4,2,4,424,10,Champions,269
2oe7ebmJBIsOinaL+XFa8MwWsv8EbFaTsOGwGU3NttQ=,Male,31,Young Adults (18-34),28,12,13131030,2,3,4,234,9,Loyal,270
2oe7ebmJBIsOinaL+XFa8MwWsv8EbFaTsOGwGU3NttQ=,Female,27,Young Adults (18-34),28,12,13131030,2,3,4,234,9,Loyal,271
oOZGieDIm5LEYgYiLIz+jddR08+kM1dXkP1LKqEGChs=,Female,3,Children (0-12),89,12,11146140,4,3,4,434,11,Champions,272
oOZGieDIm5LEYgYiLIz+jddR08+kM1dXkP1LKqEGChs=,Female,25,Young Adults (18-34),89,12,11146140,4,3,4,434,11,Champions,273
oOZGieDIm5LEYgYiLIz+jddR08+kM1dXkP1LKqEGChs=,Female,4,Children (0-12),89,12,11146140,4,3,4,434,11,Champions,274
oOZGieDIm5LEYgYiLIz+jddR08+kM1dXkP1LKqEGChs=,Male,32,Young Adults (18-34),89,12,11146140,4,3,4,434,11,Champions,275
r0sBa5vXaB3mnysKb70VllXk84v5qVGXGbC6GfUVWMQ=,Male,32,Young Adults (18-34),90,2,1380230,4,1,2,412,7,Loyal,276
P+8N8Qc8s4tSj0ugQuvAKW8jiHASh0X8qgPsoxS+vAo=,Male,27,Young Adults (18-34),76,10,11035110,4,3,4,434,11,Champions,277
M23QUmi01L1c7Irr/Vu2Eqxe+QATgJHZcYl2VO/9vuI=,Female,48,Adults (35-59),87,8,13164140,4,3,4,434,11,Champions,278
M23QUmi01L1c7Irr/Vu2Eqxe+QATgJHZcYl2VO/9vuI=,Male,45,Adults (35-59),87,8,13164140,4,3,4,434,11,Champions,279
M23QUmi01L1c7Irr/Vu2Eqxe+QATgJHZcYl2VO/9vuI=,Male,63,Seniors (60+),87,8,13164140,4,3,4,434,11,Champions,280
M23QUmi01L1c7Irr/Vu2Eqxe+QATgJHZcYl2VO/9vuI=,Female,23,Young Adults (18-34),87,8,13164140,4,3,4,434,11,Champions,281
wQ/Oe6Y82OFF4rNmLMCpcNn7fzKqeH9xZkmgLe8m8kc=,Female,63,Seniors (60+),89,6,8674680,4,3,4,434,11,Champions,282
wQ/Oe6Y82OFF4rNmLMCpcNn7fzKqeH9xZkmgLe8m8kc=,Male,40,Adults (35-59),89,6,8674680,4,3,4,434,11,Champions,283
wQ/Oe6Y82OFF4rNmLMCpcNn7fzKqeH9xZkmgLe8m8kc=,Female,60,Seniors (60+),89,6,8674680,4,3,4,434,11,Champions,284
wQ/Oe6Y82OFF4rNmLMCpcNn7fzKqeH9xZkmgLe8m8kc=,Male,63,Seniors (60+),89,6,8674680,4,3,4,434,11,Champions,285
5TYp4RsQo0Xf0lLHTybwVhWnasNh17aNWZoDm5BcN/o=,Female,22,Young Adults (18-34),87,10,9018000,4,3,4,434,11,Champions,286
5TYp4RsQo0Xf0lLHTybwVhWnasNh17aNWZoDm5BcN/o=,Male,33,Young Adults (18-34),87,10,9018000,4,3,4,434,11,Champions,287
5TYp4RsQo0Xf0lLHTybwVhWnasNh17aNWZoDm5BcN/o=,Female,31,Young Adults (18-34),87,10,9018000,4,3,4,434,11,Champions,288
5TYp4RsQo0Xf0lLHTybwVhWnasNh17aNWZoDm5BcN/o=,Female,32,Young Adults (18-34),87,10,9018000,4,3,4,434,11,Champions,289
5TYp4RsQo0Xf0lLHTybwVhWnasNh17aNWZoDm5BcN/o=,Male,4,Children (0-12),87,10,9018000,4,3,4,434,11,Champions,290
5TYp4RsQo0Xf0lLHTybwVhWnasNh17aNWZoDm5BcN/o=,Male,6,Children (0-12),87,10,9018000,4,3,4,434,11,Champions,291
5TYp4RsQo0Xf0lLHTybwVhWnasNh17aNWZoDm5BcN/o=,Male,32,Young Adults (18-34),87,10,9018000,4,3,4,434,11,Champions,292
LCgYH2y8CjNxk4WD/xgiE1+K56zk3RcL2L16IlJLVp8=,Female,59,Adults (35-59),90,1,912000,4,1,1,411,6,Potential,293
g2kEnsAV/UScxQRUgcj8Dc5TnlF8KBnKmjbB8CJJwA4=,Female,32,Young Adults (18-34),90,2,1949400,4,1,3,413,8,Loyal,294
tBIoEjsvUgoJzinzPO7Wjh2k78DCO4OPrdBhLb8zGsA=,Male,35,Adults (35-59),90,2,2090200,4,1,3,413,8,Loyal,295
SjJZzKE2gUbFUHKx33U0KXcOKLAjg91WaX8rUGpQAjs=,Male,33,Young Adults (18-34),90,1,908910,4,1,1,411,6,Potential,296
4C8PS9Tztzq+SL7U/edx+JXt6sIK7Leo61IrXqMwfuk=,Female,30,Young Adults (18-34),4,5,5124090,1,3,4,134,8,Loyal,297
O3VMXPB7yt1b0Dh6v00YR54oU7pkSxDAJucgvT87eg0=,Female,25,Young Adults (18-34),83,3,4286690,4,2,4,424,10,Champions,298
0aVmgrs6iGsQN29WadxqfA6/0RiqB0hL73UKeHwUX1g=,Female,21,Young Adults (18-34),90,3,3392740,4,2,3,423,9,Loyal,299
ZAdsHyFc2FXDCHDWejZqrrhHWzodc3RWL/ckoTxyBOQ=,Female,22,Young Adults (18-34),90,3,2759520,4,2,3,423,9,Loyal,300
eDF+9VvPnfGFBPbYAimvLDO87Op94Maa8ceeqFSV5sw=,Female,45,Adults (35-59),30,5,4185090,2,3,4,234,9,Loyal,301
eDF+9VvPnfGFBPbYAimvLDO87Op94Maa8ceeqFSV5sw=,Female,37,Adults (35-59),30,5,4185090,2,3,4,234,9,Loyal,302
eDF+9VvPnfGFBPbYAimvLDO87Op94Maa8ceeqFSV5sw=,Female,44,Adults (35-59),30,5,4185090,2,3,4,234,9,Loyal,303
eDF+9VvPnfGFBPbYAimvLDO87Op94Maa8ceeqFSV5sw=,Male,9,Children (0-12),30,5,4185090,2,3,4,234,9,Loyal,304
ay6wQZ2sZwjuihTgEplBoNPMROLAIsZkjY3uDodprRk=,Female,30,Young Adults (18-34),90,1,992090,4,1,1,411,6,Potential,305
0pTtS93Exd0SljjPPVSMepwkUIiXSBrGwYkzFw8ciPQ=,Male,30,Young Adults (18-34),90,6,7737670,4,3,4,434,11,Champions,306
FtmeaRvn/RxVOC5cjm+cxGx14NSjeDpafYhw+B0Y3kY=,Male,50,Adults (35-59),20,10,8269100,1,3,4,134,8,Loyal,307
B2yWjrCLqptxnut8kq0ayiLsLY+MQo790wn9gfi0Cns=,Male,28,Young Adults (18-34),90,2,3731400,4,1,3,413,8,Loyal,308
B2yWjrCLqptxnut8kq0ayiLsLY+MQo790wn9gfi0Cns=,Female,27,Young Adults (18-34),90,2,3731400,4,1,3,413,8,Loyal,309
VbXuVAVRlSBVAqNY0uqqwyqJe/N5201p/0xuMPcV7Js=,Male,37,Adults (35-59),66,5,4737420,4,3,4,434,11,Champions,310
kum1xEIKiqtYoIyfpzDi5lDJ/TTXvJ4e4vaq3tromLw=,Male,50,Adults (35-59),90,7,6825920,4,3,4,434,11,Champions,311
F1oxmqfRxOs9HIDYwgbBD6A6qhCoemiM1xxs3ErVnGY=,Male,21,Young Adults (18-34),90,1,712710,4,1,1,411,6,Potential,312
3z1YlOGbq4nCQd2kOF5NmneAKIo2KqVv46mFU+NnL4g=,Male,31,Young Adults (18-34),85,6,5846040,4,3,4,434,11,Champions,313
T+ePLTHM48LUOSAwerpeI+Pw4/CX899EfxMsmcmKbdM=,Male,24,Young Adults (18-34),90,2,1461420,4,1,2,412,7,Loyal,314
T+ePLTHM48LUOSAwerpeI+Pw4/CX899EfxMsmcmKbdM=,Female,21,Young Adults (18-34),90,2,1461420,4,1,2,412,7,Loyal,315
fWGMap9kKpe1fZKoP6XYBfH5lk3slL7WkKg9zHDj9u8=,Female,57,Adults (35-59),90,1,893090,4,1,1,411,6,Potential,316
49VqlPYwdt0OKRL5bQ4c0QL6RAKCqY/8wtKpJ/hWeuw=,Female,26,Young Adults (18-34),90,1,1294200,4,1,2,412,7,Loyal,317
ngQ3Kueexa/xfMXABYmPO/3edazikvbgaXiAWFv60x4=,Male,29,Young Adults (18-34),21,51,59524320,1,3,4,134,8,Loyal,318
EzmGUrBzZ5avShN3wimULcdqf8DZcC8l5x9khyYaWXU=,Male,59,Adults (35-59),89,3,4709400,4,2,4,424,10,Champions,319
EzmGUrBzZ5avShN3wimULcdqf8DZcC8l5x9khyYaWXU=,Female,58,Adults (35-59),89,3,4709400,4,2,4,424,10,Champions,320
EzmGUrBzZ5avShN3wimULcdqf8DZcC8l5x9khyYaWXU=,Female,22,Young Adults (18-34),89,3,4709400,4,2,4,424,10,Champions,321
KBZ8+zBZbDojnHNZTLFy7LHig7Ow5r+cKOIMTgyDAw8=,Male,24,Young Adults (18-34),1,3,2930220,1,2,3,123,6,Potential,322
tESXI1uLE04NjLPTVqP2TlQIz+xq5o7rTjOs2HJ/U2E=,Female,41,Adults (35-59),1,5,5745710,1,3,4,134,8,Loyal,323
N/9L6vt5UL6nVYy/xnJ/cmTe4CyWXIz8bi3xSl0RRR8=,Male,33,Young Adults (18-34),89,4,5164800,4,2,4,424,10,Champions,324
JYNTOUGao2t8QKTt/9ueQAM+TBweE+ki3dB5u2R3+JM=,Female,41,Adults (35-59),48,4,5022210,3,2,4,324,9,Loyal,325
JFHwFPNf9Mmcmw0DPPa3KQATotFMp11rsw7Oxgdus8o=,Female,90,Seniors (60+),8,12,12988470,1,3,4,134,8,Loyal,326
zfyubU3RJfs2pLP4muqOYbIfIGe40CAZkzz/Pl7+yJw=,Female,24,Young Adults (18-34),9,33,23260660,1,3,4,134,8,Loyal,327
zfyubU3RJfs2pLP4muqOYbIfIGe40CAZkzz/Pl7+yJw=,Female,52,Adults (35-59),9,33,23260660,1,3,4,134,8,Loyal,328
zfyubU3RJfs2pLP4muqOYbIfIGe40CAZkzz/Pl7+yJw=,Female,16,Teenagers (13-17),9,33,23260660,1,3,4,134,8,Loyal,329
wQ/Oe6Y82OFF4rNmLMCpcNn7fzKqeH9xZkmgLe8m8kc=,Female,22,Young Adults (18-34),89,6,8674680,4,3,4,434,11,Champions,330
wQ/Oe6Y82OFF4rNmLMCpcNn7fzKqeH9xZkmgLe8m8kc=,Male,36,Adults (35-59),89,6,8674680,4,3,4,434,11,Champions,331
NMWp5YCsPW1/8Ar0HfgztXRhV5Jx//h+6MVCVKo2Q4U=,Male,33,Young Adults (18-34),89,2,2136600,4,1,3,413,8,Loyal,332
sfOKSCVEFJondz+XkRJ6TnfAjyzf5dq/wyLErYJCbvs=,Female,33,Young Adults (18-34),31,14,17193050,2,3,4,234,9,Loyal,333
bW3g/gLMZuQzTs8ODFq6tlShNd7G2v/UsAE86c7mWUk=,Male,38,Adults (35-59),82,2,2947000,4,1,3,413,8,Loyal,334
xz99W4oC1XZ3pR9leqCe1r1d1YmdOzrsKaRAOjhW49A=,Female,55,Adults (35-59),89,1,1824360,4,1,2,412,7,Loyal,335
JIY9HJKgq1K5G1fyuxWNgMXkZbomDlqNWXoywiLMbsM=,Male,27,Young Adults (18-34),55,18,24317670,3,3,4,334,10,Champions,336
JIY9HJKgq1K5G1fyuxWNgMXkZbomDlqNWXoywiLMbsM=,Female,28,Young Adults (18-34),55,18,24317670,3,3,4,334,10,Champions,337
qjNJwGPveajb9Vv/k1Yyc4jmJQnJiz16J6H2C2M3BYU=,Female,27,Young Adults (18-34),27,22,27123070,2,3,4,234,9,Loyal,338
DYvEUh4hQMlBFiB9jYDIH/bTmV2Wx66eLgK2TC8VCwk=,Female,26,Young Adults (18-34),89,2,1716830,4,1,2,412,7,Loyal,339
